,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,ListaIESInternacional,PrimeiraArea,PrimeiraAreaNumeric
43,1001123283546693,5.0,0,CIENCIAS EXATAS E DA TERRA,0,2.0,7.0,ADN TECNOLOGIA SISTEMAS; CPM BRAXIS OUTSOURCING; NETRA TECNOLOGIA; FUNDACAO VISCONDE CAIRU; FACULDADE ANISIO TEIXEIRA; IDEIA DIGITAL SISTEMAS CONSULTORIAS; INTERHOSPITAIS OPERADORA PLANOS SAUDE LTDA; INSTITUTO FEDERAL BAHIA,INTERHOSPITAIS OPERADORA PLANOS SAUDE LTDA; INSTITUTO FEDERAL BAHIA,0,0,,CIENCIAS EXATAS E DA TERRA,1
44,1001172700194924,3.0,0,CIENCIAS HUMANAS,1,52.0,25.0,UNIVERSIDADE FEDERAL CEARA; REVISTA BRASILEIRA INFORMATICA NA EDUCACAO; INFORMATICA NA EDUCACAO ONLINE; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO; REVISTA CURRICULUM PUCSP, ,0,0,BR,CIENCIAS HUMANAS,6
45,1001175355190242,6.0,0,CIENCIAS HUMANAS,0,22.0,24.0,UNIVERSIDAD NACIONAL DEL LITORAL, ,0,0,,CIENCIAS HUMANAS,6
46,1001216946571696,3.0,1,CIENCIAS DA SAUDE; CIENCIAS EXATAS E DA TERRA; CIENCIAS BIOLOGICAS,1,3.0,4.0,UNIVERSIDADE FEDERAL ALAGOAS; FARMACIAS PAGUE MENOS,FARMACIAS PAGUE MENOS,0,0,BR,CIENCIAS DA SAUDE,4
47,1001246298509023,4.0,0,CIENCIAS EXATAS E DA TERRA; CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,1,7.0,4.0,UNIVERSIDADE FEDERAL PARANA; EMBRAPA FLORESTAS; FLORESTA ONLINE CURITIBA; FLORESTA UFPR IMPRESSO; BIOFIX SCIENTIFIC JOURNAL; INDEX FLORESTAL LTDA; ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY; JOURNAL OF FORESTRY RESEARCH,BIOFIX SCIENTIFIC JOURNAL; INDEX FLORESTAL LTDA; ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY; JOURNAL OF FORESTRY RESEARCH,0,1,BR,CIENCIAS EXATAS E DA TERRA,1
48,1001254406785009,4.0,0,CIENCIAS BIOLOGICAS; CIENCIAS AGRARIAS,1,4.0,4.0,UNIVERSIDADE PEDAGOGICA MOCAMBIQUE; START UP EMPREENDEDORES; UNIVERSIDADE ESTADUAL LONDRINA; AGRIMUGUNGO; UNIVERSIDADE ROVUMA,AGRIMUGUNGO; UNIVERSIDADE ROVUMA,0,0,BR,CIENCIAS BIOLOGICAS,0
49,1001273895845698,3.0,0,CIENCIAS EXATAS E DA TERRA,1,32.0,7.0,UNIVERSIDADE FEDERAL UBERLANDIA; UNIVERSITE PAU ET DES PAYS LADOUR,UNIVERSITE PAU ET DES PAYS LADOUR,0,1,BR,CIENCIAS EXATAS E DA TERRA,1
50,1001328062970250,4.0,0,CIENCIAS HUMANAS; CIENCIAS SOCIAIS APLICADAS; ENGENHARIAS,1,3.0,9.0,UNIVERSIDADE ESTADUAL CAMPINAS; MINISTERIO DEFESA COMANDO MARINHA; THOMPSON MANAGEMENT HORIZONS BRASIL; DPASCHOAL COMERCIAL AUTOMOTIVA; FUNDACAO DESENVOLVIMENTO UNICAMP; INSTITUTO TECNOLOGIA SOFTWARE SERVICOS; FACULDADE INTEGRADA METROPOLITANA CAMPINAS; SOCIEDADE EDUCACIONAL FLEMING; INSTITUTO ESTUDOS SUPERIORES ITAPIRA UNIP; FACULDADE TREVISAN; FUNDACAO ARMANDO ALVARES PENTEADO; ROUNDROBIN EMPREENDEDORISMO INOVACAO; INSTITUTO EDUMED; PEOPLE COMPUTACAO; UNIVERSIDADE PRESBITERIANA MACKENZIE; CENTRO PESQUISAS ODONTOLOGICAS SAO LEOPOLDO MANDIC; BUSINESS SCHOOL SAO PAULO LTDA,ROUNDROBIN EMPREENDEDORISMO INOVACAO; BUSINESS SCHOOL SAO PAULO LTDA,1,1,BR/BR/US/IN/BR,CIENCIAS HUMANAS,6
51,1001333523593343,4.0,1,CIENCIAS SOCIAIS APLICADAS,0,3.0,3.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO, ,0,0,BR,CIENCIAS SOCIAIS APLICADAS,5
52,1001379008524310,3.0,1,CIENCIAS SOCIAIS APLICADAS,0,2.0,3.0,UNIVERSIDADE ESTADUAL MATO GROSSO SUL; ORDEM DOS ADVOGADOS BRASIL; FACULDADES INTEGRADAS PARANAIBA; DEFENSORIA PUBLICA ESTADO MATO GROSSO SUL; CENTRO UNIVERSITARIO TOLEDO; UNIVERSIDADE ESTADO MATO GROSSO,UNIVERSIDADE ESTADO MATO GROSSO,1,1,BR/ES/BR,CIENCIAS SOCIAIS APLICADAS,5
53,1001391097647824,4.0,1,CIENCIAS HUMANAS,1,16.0,9.0,INSTITUTO TERAPIA FAMILIA RIO JANEIRO; MULTIVERSATERAPIA FAMILIA PRATICAS SISTEMICAS; INSTITUTO PESQUISAS SISTEMICAS DESENVOLVIMENTO REDES SOCIAIS; NOVA PERSPECTIVA SISTEMICA; FACULDADE TEOLOGIA ISBL LONDRINA; SECRETARIA SEGURANCA PREFEITURA NOVA IGUACU; AMBULATORIO PRAIA PINTO; ASSOCIACAO TERAPIA FAMILIA RIO JANEIRO; FAMILIES SYSTEMS AMP HEALTH; INSTITUTO TERAPIA CASAL FAMILIA COMUNIDADE INDIVIDUO; HOUSTON GALVESTON INSTITUTE; TAOS INSTITUTE; CLINICA PRIVADA; SOCIEDADE ANALITICA PSICOTERAPIA GRUPO RJ; NUCLEO TERAPEUTICO INTEGRADO MACAE; INSTITUTO ACAO CULTURAL; INSTITUTO PSIQUIATRIA UNIVERSIDADE FEDERAL RIO JANEIRO; UNIVERSIDADE ESTADO RIO JANEIRO; UNIVERSIDAD NACIONAL ROSARIO; FACULDADE TEOLOGICA SUL AMERICANA; INSTITUTO BRASILEIRO ADMINISTRACAO MUNICIPAL; ESTUDOS PESQUISAS EM PSICOLOGIA UERJ IMPRESSO; ARQUIVOS BRASILEIROS PSICOLOGIA; ISSN 1413 7372; ASSOCIACAO REDES MARE; GERAIS REVISTA INTERINSTITUCIONAL PSICOLOGIA; FAMILIES SYSTEMS AND HEALTH; UNIVERSIDADE NACIONAL ROSARIO; MINISTERIO SAUDE,ESTUDOS PESQUISAS EM PSICOLOGIA UERJ IMPRESSO,1,1,US/US/BR/BR,CIENCIAS HUMANAS,6
54,1001435629686445,4.0,1,CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,1,1.0,4.0,SEPETIBA PET SHOP; COBASI; COUNTRY PET SHOP; VETNIL INDUSTRIA COMERCIO PRODUTOS,SEPETIBA PET SHOP; COBASI,0,1,,CIENCIAS AGRARIAS,2
55,1001437630892785,6.0,0,CIENCIAS EXATAS E DA TERRA; CIENCIAS SOCIAIS APLICADAS,0,2.0,2.0,OCTAPLUS FINANCIAL ANALYTICS; BANCO CREDIBANCO THE BANK OF NEW YORK; BANCO CIDADE BNP; BANCO FRANCES BRASILEIRO CREDIT LYONNAIS; MERRILL LYNCH CAPITAL MARKETS; BETA SA; REVISTA BRASILEIRA FINANCAS,REVISTA BRASILEIRA FINANCAS,1,0,GB/BR/BR,CIENCIAS EXATAS E DA TERRA,1
56,1001445157177360,4.0,1,CIENCIAS HUMANAS,1,13.0,19.0,UNIVERSIDADE AMAZONIA; UNIVERSIDADE ESTADO PARA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; REVISTA TRILHAS UNAMA; REVISTA COCAR UEPA; REVISTA VER A EDUCACAO,REVISTA TRILHAS UNAMA; REVISTA VER A EDUCACAO,0,1,BR/BR,CIENCIAS HUMANAS,6
57,1001466317648964,4.0,1,CIENCIAS BIOLOGICAS,0,15.0,7.0,FUNDACAO OSWALDO CRUZ; EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; ESCOLA TECNICA FEDERAL QUIMICA RIO JANEIRO; FUNDACAO TECNICO EDUCACIONAL SOUZA MARQUES; FUNDACAO EDUCACIONAL DUQUE CAXIAS; UNIVERSIDADE ESTACIO SA; CIENCIA AMP SAUDE COLETIVA ONLINE; MICROBIAL DRUG RESISTANCE LARCHMONT NY; REVISTA BRASILEIRA ANALISES CLINICAS; INFECTIOUS DISORDERS DRUG TARGETS,REVISTA BRASILEIRA ANALISES CLINICAS,0,0,BR/BR,CIENCIAS BIOLOGICAS,0
58,1001500969293728,4.0,0,CIENCIAS DA SAUDE; ENGENHARIAS,1,29.0,9.0,SUPERE CURSOS TECNICOS; PERSONAL STUDIO RENATA MACHADO; COLEGIO RESSURREICAO NOSSA SENHORA; COLEGIO PITAGORAS UBERLANDIA; LIONS CLUBE UBERLANDIA SETE SETEMBRO; ACADEMIA AQUADEMIA; ACADEMIA MUNDO FITNESS; CONFEDERACAO BRASILEIRA ATLETISMO; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA SUL MINAS GERAIS; UNIVERSIDADE ESTADO MINAS GERAIS; UNIVERSIDADE SAO PAULO,UNIVERSIDADE ESTADO MINAS GERAIS,0,1,BR/BR/BR/BR/BR/BR,CIENCIAS DA SAUDE,4
59,1001595952279605,4.0,0,CIENCIAS BIOLOGICAS,1,8.0,4.0,UNIVERSIDADE FEDERAL SANTA MARIA; UNIVERSIDADE FEDERAL RIO GRANDE SUL; CANADIAN MUSEUM OF NATURE; PHYTOTAXA ON LINE; FLORA,FLORA,1,0,BR/BR/CA,CIENCIAS BIOLOGICAS,0
60,1001596613460493,5.0,0,CIENCIAS AGRARIAS,1,16.0,29.0,INSTITUTO CAPIXABA PESQUISA ASSISTENCIA TECNICA EXTENSAO RURAL; UNIAO SOCIAL CAMILIANA FAFI; FUNDACAO EDUCACIONAL PADRE CLETO CALIMAN; HORTICULTURA BRASILEIRA IMPRESSO; CADERNOS CAMILLIANI; REVISTA BRASILEIRA FRUTICULTURA IMPRESSO; MAGISTRA; FAVENI FACULDADE VENDA NOVA IMIGRANTE; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA ESPIRITO SANTO; FUNDACAO AMPARO A PESQUISA ESPIRITO SANTO,REVISTA BRASILEIRA FRUTICULTURA IMPRESSO; FAVENI FACULDADE VENDA NOVA IMIGRANTE,0,1,BR/BR,CIENCIAS AGRARIAS,2
61,1001622880604244,4.0,0,ENGENHARIAS; CIENCIAS EXATAS E DA TERRA,1,21.0,19.0,UNIVERSIDADE FEDERAL UBERLANDIA FACULDADE CIENCIAS INTEGRADAS PONT; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA; UNOVERSIDADE TECNOLOGICA FEDERAL PARANA CAMPUS APUCARANA; JOURNAL OF LUMINESCENCE,UNOVERSIDADE TECNOLOGICA FEDERAL PARANA CAMPUS APUCARANA,0,0,BR,ENGENHARIAS,3
62,1001627417428829,3.0,1,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS,0,25.0,3.0,UNIVERSIDADE OESTE SANTA CATARINA; UNIVERSIDADE FEDERAL SANTA MARIA; UNIVERSIDADE FEDERAL FRONTEIRA SUL; LABORATORIO FLEMING; SESC ADMINISTRACAO REGIONAL SANTA CATARINA; REVISTA ANDALUZA MEDICINA DEL DEPORTE; REVISTA AMAZONENSE GERIATRIA GERONTOLOGIA; REVISTA BRASILEIRA FISIOLOGIA EXERCICIO; SIMPOSIO EM SAUDE ALIMENTACAO; FUNDACAO AMPARO A PESQUISA INOVACAO ESTADO SANTA CATARINA; REVISTA BRASILEIRA CIENCIAS ENVELHECIMENTO HUMANO,FUNDACAO AMPARO A PESQUISA INOVACAO ESTADO SANTA CATARINA; REVISTA BRASILEIRA CIENCIAS ENVELHECIMENTO HUMANO,0,0,BR/BR/BR,CIENCIAS DA SAUDE,4
63,1001731339714424,5.0,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS AGRARIAS; CIENCIAS HUMANAS,1,11.0,9.0,EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; FUNDACAO INSTITUTO BRASILEIRO GEOGRAFIA ESTATISTICA,EMPRESA BRASILEIRA PESQUISA AGROPECUARIA; FUNDACAO INSTITUTO BRASILEIRO GEOGRAFIA ESTATISTICA,0,0,,CIENCIAS SOCIAIS APLICADAS,5
64,1001749166794731,4.0,0,ENGENHARIAS,1,1.0,4.0, , ,0,0,,ENGENHARIAS,3
65,1001771838942690,6.0,1,CIENCIAS SOCIAIS APLICADAS,0,8.0,9.0,UNIVERSIDADE FEDERAL PARA; INSTITUTO MEDICO LEGAL QUOTRENATO CHAVESQUOT; BOLETIM POLICIA CIENTIFICA; REVISTA CULTURA PARA,UNIVERSIDADE FEDERAL PARA,0,1,BR,CIENCIAS SOCIAIS APLICADAS,5
66,1001831239174417,6.0,0,CIENCIAS EXATAS E DA TERRA,0,1.0,8.0,FACULDADES ASSOCIADAS SAO PAULO; SECRETARIA RECEITA FEDERAL; ODEBRECHT DEFESA TECNOLOGIA; FT SISTEMAS SA FLIGHT TECHNOLOGIES; CENTRO NACIONAL MONITORAMENTO ALERTAS DESASTRES NATURAIS,CENTRO NACIONAL MONITORAMENTO ALERTAS DESASTRES NATURAIS,0,1,BR,CIENCIAS EXATAS E DA TERRA,1
67,1001835044596136,4.0,0,CIENCIAS DA SAUDE,1,2.0,9.0,ESCOLA SUPERIOR MEDICINA DENTARIA PORTO; FACULDADE MEDICINA DENTARIA UNIVERSIDADE PORTO,FACULDADE MEDICINA DENTARIA UNIVERSIDADE PORTO,0,0,,CIENCIAS DA SAUDE,4
68,1001869619673472,4.0,1,CIENCIAS DA SAUDE,0,9.0,4.0,FACULDADE CIENCIAS MEDICAS SANTA CASA SAO PAULO; FACULDADE MEDICINA INSTITUTO CORACAO INCOR; INSTITUTO CANCER ESTADO SAO PAULO; HOSPITAL ISRAELITA ALBERT EINSTEIN,HOSPITAL ISRAELITA ALBERT EINSTEIN,1,1,BR/PL/US,CIENCIAS DA SAUDE,4
69,1001886666997313,4.0,1,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,1,17.0,16.0,INSTITUTO NACIONAL CANCER, ,0,0,,CIENCIAS BIOLOGICAS,0
70,1001910426372055,5.0,0,ENGENHARIAS; CIENCIAS EXATAS E DA TERRA,0,1.0,11.0,INSTITUTO MAUA TECNOLOGIA; FUNDACAO ESTUDOS PESQUISAS AQUATICAS; UNIVERSIDADE PAULISTA,UNIVERSIDADE PAULISTA,0,1,BR/BR,ENGENHARIAS,3
71,1002027352736468,2.0,0,CIENCIAS DA SAUDE,1,74.0,9.0,UNIVERSIDADE PERNAMBUCO; UNIVERSIDADE FEDERAL CEARA; CENTRO ODONTOLOGICO POLICIA MILITAR; PONTIFICIA UNIVERSIDADE CATOLICA RIO GRANDE SUL; INDIAN JOURNAL OF DENTAL RESEARCH; HISTOLOGY AND HISTOPATHOLOGY; DENTOMAXILLOFACIAL RADIOLOGY ONLINE; HOSPITAL GERAL WALDEMAR ALCANTARA; HOSPITAL UNIVERSITARIO WALTER CANTIDIO; CENTRO ESPECIALIDADES ODONTOLOGICAS; FACULDADE CATOLICA RAINHA SERTAO; INSTITUTO TELLES ODONTOLOGIA; HOSPITAL SANTA CLARA; CENTRO UNIVERSITARIO CHRISTUS,CENTRO UNIVERSITARIO CHRISTUS,1,1,BR/BR/BR/US/US/BR,CIENCIAS DA SAUDE,4
72,1002035563058958,2.0,1,CIENCIAS HUMANAS,0,6.0,8.0,UNIVERSIDADE ESTADUAL LONDRINA; PRE ESCOLA LUA CRISTAL LTDA; GOVERNO ESTADO PARANA,UNIVERSIDADE ESTADUAL LONDRINA,0,1,BR,CIENCIAS HUMANAS,6
73,1002051080021831,3.0,0,ENGENHARIAS,0,29.0,11.0,UNIVERSIDAD CIENFUEGOS, ,1,0,CU,ENGENHARIAS,3
74,1002065762036686,4.0,1,CIENCIAS DA SAUDE,0,19.0,6.0,SANTA CASA MISERICORDIA BATATAIS; HOSPITAL DAS CLINICAS FACULDADE MEDICINA RIBEIRAO PRETO USP; FACULDADE ENFERMAGEM HOSPITAL ISRAELITA ALBERT EISTEIN; INSTITUTO CORACAO HOSPITAL DAS CLINICAS USP; REVISTA SOBECC SAO PAULO; REVISTA SOCIEDADE BRASILEIRA ENFERMEIROS EM CENTRO CIRURGICO,REVISTA SOBECC SAO PAULO; REVISTA SOCIEDADE BRASILEIRA ENFERMEIROS EM CENTRO CIRURGICO,0,1,,CIENCIAS DA SAUDE,4
75,1002129951984360,4.0,0,CIENCIAS AGRARIAS; CIENCIAS DA SAUDE,1,26.0,6.0,SECRETARIA MUNICIPAL SAUDE CONSELHEIRO PENA; RENALVET; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; UNIVERSIDADE FEDERAL ESPIRITO SANTO; UNIVERSIDADE FEDERAL MINAS GERAIS; ACADEMIA BRASILEIRA MEDICINA VETERINARIA INTENSIVA; COLEGIO BRASILEIRO NEFROLOGIA UROLOGIA VETERINARIA; PETDREAM HOSPITAL VETERINARIO; QUALITTAS; CENTRO UNIVERSITARIO MAURICIO NASSAU MACEIO,CENTRO UNIVERSITARIO MAURICIO NASSAU MACEIO,0,1,BR/BR/BR/BR,CIENCIAS AGRARIAS,2
76,1002191640217585,4.0,1,CIENCIAS DA SAUDE,0,164.0,26.0,UNIVERSIDADE FEDERAL MINAS GERAIS; HOSPITAL SOCOR; MINISTERIO EDUCACAO; CLINICA CORACAO; REVISTA BRASILEIRA FISIOTERAPIA; FISIOTERAPIA EM MOVIMENTO; REVISTA FISIOTERAPIA AMP PESQUISA; REVISTA NEUROCIENCIAS; BRITISH JOURNAL OF SPORTS MEDICINE; BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH; CLINICS USP IMPRESSO; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO AMPARO A PESQUISA ESTADO MINAS GERAIS; FUNDACAO APOIO DESENVOLVIMENTO ENSINO CIENCIA TECNOLOGIA MS; JOURNAL OF RESPIRATORY AND CARDIOVASCULAR PHYSICAL THERAPY; AMERICAN JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION; JOURNAL OF REHABILITATION MEDICINE PRINT; JOURNAL OF AGING AND PHYSICAL ACTIVITY; REVISTA SOCIEDADE BRASILEIRA MEDICINA TROPICAL IMPRESSO; JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION; UNIVERSIDADE FEDERAL JUIZ FORA,UNIVERSIDADE FEDERAL JUIZ FORA,0,1,BR/BR,CIENCIAS DA SAUDE,4
77,1002193677066082,5.0,1,CIENCIAS SOCIAIS APLICADAS,1,13.0,16.0,PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; PREFEITURA MUNICIPIO SAO PAULO; REVISTA OPINIAO JURIDICA FORTALEZA; REVISTA DIREITO VICOSA ISSN 2527 0389 V12 N01 2020; ARGUMENTUM UNIMAR; REVISTA JURIDICA CESUMAR MESTRADO,REVISTA JURIDICA CESUMAR MESTRADO,1,0,BR/FI,CIENCIAS SOCIAIS APLICADAS,5
78,1002230820162670,3.0,1,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,1,98.0,17.0,UNIVERSIDADE FEDERAL MINAS GERAIS; MINAS AEROCOMISSARIA; LIFE SCIENCES; NUTRITION; NUTRITION BURBANK LOS ANGELES COUNTY CALIF; PLOS ONE; OBESITY RESEARCH AMP CLINICAL PRACTICE PRINT; INFLAMMATION RESEARCH; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FRONTIERS IN NUTRITION; NUTRITIONAL NEUROSCIENCE 1028 415; PHYTOMEDICINE; FRONTIERS IN MOLECULAR BIOSCIENCES; FRONTIERS IN IMMUNOLOGY,FRONTIERS IN NUTRITION; NUTRITIONAL NEUROSCIENCE 1028 415; PHYTOMEDICINE; FRONTIERS IN MOLECULAR BIOSCIENCES; FRONTIERS IN IMMUNOLOGY,1,1,BR/IN/CA/GB/US,CIENCIAS BIOLOGICAS,0
79,1002369240861433,4.5,0,CIENCIAS EXATAS E DA TERRA,1,4.0,8.0,UNIVERSIDADE FEDERAL MINAS GERAIS; UNIVERSITY COLLEGE LONDON; UNIVERSITY OF CHICAGO; INSTITUTE FOR ADVANCED STUDY; UNIVERSITY OF CALIFORNIA IRVINE; IMPERIAL COLLEGE LONDON SOUTH KENSINGTON CAMPUS; CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,1,1,BR/GB/US/DE/US,CIENCIAS EXATAS E DA TERRA,1
80,1002382959546675,4.0,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,1,1.0,4.0,UNIVERSIDADE FEDERAL CEARA; UNIVERSIDADE ESTADUAL CEARA; CENTRO REFERENCIA ASSISTENCIA SOCIAL; JUIZADO INFANCIA JUVENTUDE; FORUM CLOVIS BEVILAQUA; CASA MENOR SAO MIGUEL ARCANJO; FACULDADE FORTALEZA; CENTRO UNIVERSITARIO UNINTA; INSTITUTO ESTUDOS PESQUISAS VALE ACARAU; REDE ADOTIVA; FUNDACAO CEARENSE APOIO AO DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; MS CURSOS NA SAUDE; PREFEITURA MUNICIPAL FORTALEZA,FACULDADE FORTALEZA; FUNDACAO CEARENSE APOIO AO DESENVOLVIMENTO CIENTIFICO TECNOLOGICO,0,1,BR/BR/BR,CIENCIAS SOCIAIS APLICADAS,5
81,1002397530105523,4.0,0,ENGENHARIAS,0,6.0,6.0,UNIVERSIDADE SAO PAULO; UNIVERSIDADE ESTADUAL CAMPINAS; SAO CARLOS INDUSTRIA COMERCIO COMPONENTES ELETRONICOS; UNIVERSIDADE PAULISTA,UNIVERSIDADE PAULISTA,0,1,BR/BR/BR,ENGENHARIAS,3
82,1002412277267409,2.0,0,CIENCIAS EXATAS E DA TERRA,1,18.0,21.0,UNIVERSIDADE ESTADUAL PONTA GROSSA, ,0,0,BR,CIENCIAS EXATAS E DA TERRA,1
83,1002426943626438,6.0,0,CIENCIAS EXATAS E DA TERRA,1,20.0,20.0,UNIVERSIDADE FEDERAL ALAGOAS; UNIVERSIDADE FEDERAL RIO JANEIRO; UNIVERSIDADE COMPLUTENSE MADRI; MAX PLANCK INSTITUTE; UNIAO NACIONAL DOS ESTUDIOSOS EM METEOROLOGIA; CALMET; ENGENHARIA AGRICOLA 0100 6916; INSTITUTO AMBIENTAL BIOSFERA; INSTITUTO VIRTUAL INTERNACIONAL MUDANCAS GLOBAIS; CONFERENCIA IBEROAMERICANA EN SISTEMAS CIBERNETICA INFORMATICA; CIRRUS; UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; FUNDACAO CARLOS CHAGAS FILHO AMPARO A PESQUISA ESTADO RJ; REVISTA AMAZONIA ORGANIZACOES SUSTENTABILIDADE; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO; REVISTA IBEROAMERICANA SISTEMAS CIBERNETICA INFORMATICA; INSTITUTO FLORESTASUFRRJ; UNIVERSIDAD LERIDA; REVISTA ELETRONICA GESTAO TECNOLOGIAS AMBIENTAIS; REVISTA BRASILEIRA METEOROLOGIA; FLORESTA AMBIENTE,UNIVERSIDADE FEDERAL RURAL RIO JANEIRO; REVISTA BRASILEIRA METEOROLOGIA,1,1,BR/BR/BR/BR/US,CIENCIAS EXATAS E DA TERRA,1
84,1002485404161345,4.0,1,CIENCIAS DA SAUDE,0,38.0,30.0,UNIVERSIDADE SAO PAULO; FACULDADE SAUDE PUBLICA USP; FUNDACAO AMPARO A PESQUISA ESTADO BAHIA; FUNDACAO AMPARARO A PESQUISA ESTADO SAO PAULO,FUNDACAO AMPARARO A PESQUISA ESTADO SAO PAULO,0,1,BR,CIENCIAS DA SAUDE,4
85,1002535093147868,2.0,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS EXATAS E DA TERRA,1,14.0,5.0,TEMA INFORMATICA; EXTEND NET; ASPEN PROCWORK; STEFANINI IT SOLUTIONS; ORACLE BRASIL; ACCENTURE BRASIL; SERVICO FEDERAL PROCESSAMENTO DADOS; FUND CENTRO EST ESTATISTICAS PESQUISAS FORM SERV PUB RJ; SERPROS FUNDO MULTIPATROCINADO; SERPROS EM REVISTA; UNIVERSIDADE FEDERAL FLUMINENSE; SBIJ SUSTAINABLE BUSINESS INTERNATIONAL JOURNAL; CTSMART CENTRO TECNOLOGIAS; WSL 2017; RODA CONSULTORIA TREINAMENTO; REVISTA DIGITAL POPUS POLITICAS PUBLICAS SOCIAIS; SUSTAINABLE BUSINESS INTERNATIONAL JOURNAL; SINDICATO DOS TRAB EM PROCESSAM DADOS TI RJ; SUSTAINABILITY; DATA 2306 5729; URBAN SCIENCE 2413 8851; SMART CITIES 2624 6511; AGM LOGISTICA GESTAO DOCUMENTOS; CENTRO UNIVERSITARIO AUGUSTO MOTTA; ENERGIES; INFRASTRUCTURES; INFORMATICS ISSN 2227 9709; SOCIAL SCIENCES ISSN 2076 0760; IJERPH INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; IONS INNOVATION; ACTA SCIENTIARUM POLONORUM ADMINISTRATIO LOCORUM; ANAIS SIMPEP; JOURNAL OF OPEN INNOVATION TECHNOLOGY MARKET AND COMPLEXITY JOITMC; ISPRS INTERNATIONAL JOURNAL OF GEO INFORMATION; UNIVERSIDADE ESTADO MATO GROSSO,CENTRO UNIVERSITARIO AUGUSTO MOTTA; ENERGIES; INFRASTRUCTURES; IJERPH INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; IONS INNOVATION; ACTA SCIENTIARUM POLONORUM ADMINISTRATIO LOCORUM; ANAIS SIMPEP; JOURNAL OF OPEN INNOVATION TECHNOLOGY MARKET AND COMPLEXITY JOITMC; ISPRS INTERNATIONAL JOURNAL OF GEO INFORMATION; UNIVERSIDADE ESTADO MATO GROSSO,1,1,US/US/US/BR/ZA/BR/SK/RU/US/KR/BR,CIENCIAS SOCIAIS APLICADAS,5
86,1002574076377847,4.0,1,CIENCIAS HUMANAS,0,3.0,5.0,CENTRO ENSINO PROFISSIONALIZANTE ARTESESCOLA VEIGA VALE; FUNDACAO ORQUESTRA SINFONICA GOIANIA; CENTRO ENSINO CANDANGUINHO; MINISTERIO EDUCACAO; EMPRESA BRASILEIRA CORREIOS TELEGRAFOS; CORPO BOMBEIROS MILITAR DISTRITO FEDERAL; REVISTA BRASILEIRA EDUCACAO PROFISSIONAL TECNOLOGICA; CONSELHO REGIONAL SERVICO NACIONAL APRENDIZAGEM COMERCIAL SENAC DF; CONSELHO SUPERIOR INSTITUTO FEDERAL BAHIA; CONSELHO SUPERIOR INSTITUTO FEDERAL GOIAS; CONSELHO SUPERIOR INSTITUTO FEDERAL GOIANO; FACULDADE LABORO; UNIVERSIDADE BRASILIA; ESCOLA NACIONAL ADMINISTRACAO PUBLICA; REVISTA ENSINO EDUCACAO CIENCIAS HUMANAS,UNIVERSIDADE BRASILIA,0,1,BR/BR/BR,CIENCIAS HUMANAS,6
